Carimbo de data/hora,Por qual meio de divulgação você conheceu a FMP?,Qual seu município de residência?,"Se você for morador de Palhoça, selecione o bairro em que você mora. Se morador de outra cidade, preencha bairro e cidade em ""Outros"".",Em que ano/semestre você ingressou na FMP?,Qual curso você faz na FMP?,Qual a sua faixa etária?,Qual sua cor/raça?,Como você se identifica com relação a seu gênero?,Possui filhos/dependentes?,"Se sim, quantos filhos você possui?",Você concluiu o Ensino Médio em:,Qual a sua escolaridade?,"Se você possui outra graduação, diga qual.",Você possui algum diagnóstico/investigação de deficiência que necessite de adaptação pedagógica?,"Deficiência. Se sim, qual?",Você está trabalhando?,Você trabalha na área do curso em que está matriculado?,Qual sua principal atividade?,Qual sua jornada diária de trabalho?,Qual sua faixa de renda?,Qual sua situação de moradia?,Como você realiza o trajeto até a FMP?,Você tem acesso à internet em casa?,Você possui computador/notebook pessoal para estudos?,Você possui dificuldades com o uso da tecnologia?,Como você se alimenta na FMP?,Você pratica alguma atividade física?,"Atividade física. Se sim, qual?",Você encontra alguma dificuldade ou limitação para frequentar o curso?,"Dificuldade ou limitação. Se sim, qual",Você segue a FMP no Facebook?,Você segue a FMP no Instagram?,Qual meio de comunicação você mais usa para se informar?
4/10/2024 8:04:33,Amigos/familiares,Palhoça,Bela Vista,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 34 e 39 anos,Branca,Masculino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Não ,Não,Não ,Sim,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 12:43:05,Amigos/familiares,Palhoça,São Sebastião,2019/02,Administração,Entre 22 e 26 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Voleibol ,Sim,"A necessidade de manter o horário de aula presencial até as 22 horas embora  todo o conteúdo já tenha sido lecionado, no fim o aluno permanesse somente por presença",Não,Não,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 16:07:38,Amigos/familiares,Palhoça,Rio Grande,2022/01,Administração,Entre 34 e 39 anos,Branca,Prefiro não declarar,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Nada,Sim,Estacionar a moto,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 19:11:51,Site da FMP,Palhoça,São Sebastião,2024/01,Pedagogia,Entre 34 e 39 anos,Preta,Feminino,Não,,Escola pública,Superior Completo,Administração ,Não,,Sim,Não,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Caminhadas,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:10:47,Redes Sociais (Facebook/Instagram),Palhoça,Bela Vista,2024/01,Administração,Entre 27 e 33 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,MEI (Microempreendedor individual),6 horas,De 4 a 6 salários mínimos,Moro com a família em residência própria,"Moto, Aplicativo de transporte",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Nenhuma,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 19:24:29,Amigos/familiares,Palhoça,Centro,2024/01,Pedagogia,Entre 16 e 21 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Autônomo(a),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Não,,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:29:38,Redes Sociais (Facebook/Instagram),Palhoça,Centro,2021/02,Administração,Entre 40 e 45 anos,Branca,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência alugada,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Bicicleta ,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:09:53,Amigos/familiares,Palhoça,Pagani,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Volei na própria faculdade ,Sim,o Curso nao ser noturno,Não,Não,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:04:44,Amigos/familiares,Palhoça,Aririú da Formiga,2022/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Volei e futebol,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 12:27:08,Amigos/familiares,Palhoça,Caminho Novo,2024/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Não,Não,Não,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:09:25,Amigos/familiares,Palhoça,Pedra Branca,2019/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Autônomo(a),4 horas,De 1 a 3 salários mínimos,Moro de forma compartilhada com colegas/amigos estrangeiros em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Musculação ,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais"
4/10/2024 8:21:21,Amigos/familiares,Palhoça,Jardim Eldorado,2021/02,Pedagogia,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Pós Graduação,Administração.,Não,,Sim,Não,Colaborador(a) de empresa privada,9 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"Ônibus, Aplicativo de transporte",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,"Não pratico regularmente, mas vou andando para o trabalho.",Não,,Não,Não,"Whatsapp, Youtube, Redes Sociais"
4/11/2024 10:33:45,Amigos/familiares,Palhoça,Ponte do Imaruim,2024/01,Tecnólogo em Processos Gerenciais,Entre 40 e 45 anos,Parda,Feminino,Sim,4,Escola pública,Ensino Médio,"Tec, ADM",Sim,TDH,Sim,Sim,Funcionário(a) Público(a),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"A pé, Moto",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Pretendo futuramente ,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais, Jornais/revistas"
4/9/2024 21:47:41,Amigos/familiares,Palhoça,Madri,2023/02,Administração,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Superior Completo,"Tecnólogo em Gestão de Turismo, pela FMP",Sim,"TDAH, ansiedade e depressão ",Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia e caminhada,Não,,Não,Sim,"Whatsapp, Youtube, Redes Sociais, Jornais/revistas"
4/10/2024 8:06:26,Amigos/familiares,São José,,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Prefiro não responder,Moro com a família em residência alugada,"Bicicleta, Ônibus",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,"Academia e quando há a possibilidade, venho de bicicleta",Não,,Não,Não,Youtube
4/10/2024 19:05:28,Amigos/familiares,Palhoça,Aririú,2024/01,Pedagogia,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Prefiro não responder,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Caminhadas ,Não,,Não,Sim,Youtube
4/10/2024 8:15:47,Amigos/familiares,Palhoça,Bela Vista,2023/01,Tecnólogo em Processos Gerenciais,Entre 22 e 26 anos,Preta,Masculino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,"Caminhada, levantando de peso ",Não,,Não,Sim,Youtube
4/10/2024 8:03:18,Amigos/familiares,Palhoça,Madri,2022/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 46 e 50 anos,Branca,Masculino,Sim,2,Escola pública,Pós Graduação,Bacharel em Administração de empresas.,Não,,Sim,Não,Funcionário(a) Público(a),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,Não ,Não,Não pratico.,Não,Não possui.,Sim,Sim,Youtube
4/11/2024 10:26:12,Amigos/familiares,Palhoça,Aririú,2024/01,Tecnólogo em Processos Gerenciais,Entre 22 e 26 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,4 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,,Não,,Não,Não,Youtube
4/12/2024 4:56:03,Amigos/familiares,Palhoça,Bela Vista,2023/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 22 e 26 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência alugada,Ônibus,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento pronto para consumo",Não,,Não,,Não,Sim,Youtube
4/10/2024 8:16:36,Amigos/familiares,Palhoça,Jardim Eldorado,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Nenhuma.,Não,,Não,Não,Youtube
4/11/2024 12:46:04,Amigos/familiares,Palhoça,Aririú,2024/01,Tecnólogo em Processos Gerenciais,Entre 40 e 45 anos,Branca,Masculino,Sim,1,Escola particular,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Voleibol,Não,,Sim,Sim,"Youtube, Jornais/revistas"
4/9/2024 22:25:28,Amigos/familiares,Palhoça,Ponte do Imaruim,2023/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,"A pé, Bicicleta",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Karatê,Não,,Não,Sim,"Youtube, Redes Sociais"
4/9/2024 22:26:01,Amigos/familiares,Palhoça,Barra do Aririú,2023/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Dança,Não,,Não,Sim,"Youtube, Redes Sociais"
4/11/2024 8:05:33,Pesquisei na Internet,Palhoça,São Sebastião,2021/01,Pedagogia,Entre 46 e 50 anos,Humana,Feminino,Não,,De forma mista,Pós Graduação,Direito e Gestão Ambiental,Não,,Sim,Sim,Funcionário(a) Público(a),8 horas,De 4 a 6 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,Não me alimento na FMP,Não,,Não,,Não,Sim,"Youtube, Redes Sociais"
4/10/2024 8:48:43,Amigos/familiares,Palhoça,Bela Vista,2023/02,Administração,Entre 40 e 45 anos,Parda,Masculino,Não,,Escola pública,Superior Completo,Produção audiovisual ,Não,,Sim,Sim,MEI (Microempreendedor individual),8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,Nao pratico,Sim,Area de estacionamento,Não,Sim,"Youtube, Redes Sociais"
4/10/2024 8:09:57,Amigos/familiares,Palhoça,Guarda do Cubatão,2024/01,Tecnólogo em Processos Gerenciais,Entre 22 e 26 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,Menos de 1 salário mínimo,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Corrida,Não,,Não,Sim,"Youtube, Redes Sociais"
4/16/2024 21:35:22,Pesquisei na Internet,Palhoça,Alto Aririú,2023/01,Pedagogia,Entre 40 e 45 anos,Branca,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,MEI (Microempreendedor individual),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Sim,"as vezes cantina, as vezes trago meu próprio alimento",Não,,Não,,Não,Sim,"Youtube, Redes Sociais"
4/10/2024 19:03:58,Amigos/familiares,Palhoça,São Sebastião,2024/01,Pedagogia,Entre 16 e 21 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,8 horas,Mais de 6 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Vôlei e natação ,Não,,Não,Sim,"Youtube, Redes Sociais"
4/10/2024 8:13:52,Amigos/familiares,Palhoça,Barra do Aririú,2022/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 27 e 33 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Autônomo(a),indefinido,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,em alguns momentos na cantina,Sim,luta de polegares,Sim,"os horários de onibus, são meio escassos.",Não,Não,"Youtube, Redes Sociais"
4/10/2024 8:04:20,Amigos/familiares,Palhoça,São Sebastião,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Sim,,Não,Não,Desempregado(a)/Só estudo,4 horas,Prefiro não responder,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,Não me alimento,Não,Não,Não,,Não,Não,"Youtube, Redes Sociais"
4/10/2024 19:58:19,Amigos/familiares,Palhoça,Nova Palhoça,2022/01,Administração,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Ônibus,Sim,Sim,Não,Nenhuma das respostas ,Sim,Pilates,Não,,Não,Sim,"Youtube, Redes Sociais"
4/11/2024 11:11:39,Amigos/familiares,Palhoça,Aririú,2020/02,Pedagogia,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola particular,Superior Completo,Bacharel em Letras Português - UFSC,Não,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,"Ônibus, Aplicativo de transporte",Sim,Sim,Não,"Levo de casa, compro fora ou compro na cantina às vezes.",Sim,Academia,Não,,Não,Sim,"Youtube, Redes Sociais"
4/10/2024 8:27:45,Amigos/familiares,Palhoça,Ponte do Imaruim,2024/01,Administração,Entre 34 e 39 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência alugada,A pé,Sim,Não,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Caminhadas ,Não,,Sim,Sim,"Youtube, Redes Sociais, Jornais/revistas"
4/10/2024 8:54:29,Redes Sociais (Facebook/Instagram),Palhoça,Maciambu,2022/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Funcionário(a) Público(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Não,Não,,Não,Sim,"Youtube, Redes Sociais, Jornais/revistas"
4/9/2024 21:39:41,Amigos/familiares,Palhoça,Caminho Novo,2022/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,"Ônibus, Aplicativo de transporte",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Pilates,Sim,Inflexibilidade em matérias práticas ,Não,Sim,"Youtube, Redes Sociais, Jornais/revistas"
